INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,SCH_DEG,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LOCALE2,LATITUDE,LONGITUDE,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,MN_EARN_WNE_P10,MD_EARN_WNE_P10,SCHTYPE
Liberty University,Lynchburg,VA,24515,Southern Association of Colleges and Schools Commission on Colleges,www.liberty.edu,www.liberty.edu/npc/1920/userInfo?fn=null&ln=null&ad=null&ci=null&st=null&zc=null&ph=null&em=null&s=null&l=null,3,0,1,1,3,4,2,51,5,13,NULL,37.350232,-79.18222,38076,NULL,22584,22584,NULL,11262,41400,36700,2
Longwood University,Farmville,VA,23909,Southern Association of Colleges and Schools Commission on Colleges,www.longwood.edu,www.longwood.edu/financialaid/net-price-calculator/,3,0,1,1,3,4,1,51,5,33,NULL,37.301137,-78.39575,26581,NULL,13340,29300,NULL,6848,45300,41500,1
Lord Fairfax Community College,Middletown,VA,22645,Southern Association of Colleges and Schools Commission on Colleges,https://www.lfcc.edu,https://www.vawizard.org/vccs/FinAidCostCompare.action,1,0,1,1,1,2,1,51,5,41,NULL,39.036001,-78.267336,10860,NULL,4739,10667,NULL,4467,34000,30600,1
University of Lynchburg,Lynchburg,VA,24501-3113,Southern Association of Colleges and Schools Commission on Colleges,www.lynchburg.edu,www.lynchburg.edu/undergraduate-admission/financial-aid/estimating-costs/net-price-calculator/,3,0,1,1,3,4,2,51,5,13,NULL,37.399774,-79.181653,50299,NULL,39530,39530,NULL,15629,48800,43600,2
Centra College of Nursing,Lynchburg,VA,24501,Accrediting Bureau of Health Education Schools,www.centrahealth.com/CCON,www.centrahealth.com/CCON,2,0,1,1,2,3,2,51,5,13,NULL,37.4051,-79.174101,32062,NULL,12301,12301,NULL,14450,47200,48300,2
Mary Baldwin University,Staunton,VA,24401,Southern Association of Colleges and Schools Commission on Colleges,https://www.marybaldwin.edu,https://marybaldwin.edu/financial-aid/net-price-calculator/,3,0,1,1,3,4,2,51,5,13,NULL,38.153884,-79.069273,43207,NULL,31110,31110,NULL,13260,39500,37200,2
University of Mary Washington,Fredericksburg,VA,22401-5300,Southern Association of Colleges and Schools Commission on Colleges,www.umw.edu,adminfinance.umw.edu/umwstatic/financialaid/NetPriceCalculator/npcalc.htm,3,0,1,1,3,4,1,51,5,22,NULL,38.302492,-77.476055,26308,NULL,12714,28648,NULL,6645,56200,51400,1
Marymount University,Arlington,VA,22207-4299,Southern Association of Colleges and Schools Commission on Colleges,https://www.marymount.edu,https://marymount.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,51,5,12,NULL,38.905562,-77.128785,45204,NULL,31926,31926,NULL,21474,57000,53600,2
Mountain Empire Community College,Big Stone Gap,VA,24219,Southern Association of Colleges and Schools Commission on Colleges,www.mecc.edu,https://www.vawizard.org/wizard/npc,1,0,1,1,1,2,1,51,5,32,NULL,36.854421,-82.758277,11973,NULL,4710,10638,NULL,2078,28300,24400,1
American National University,Salem,VA,24153,Distance Education Accrediting Commission,https://www.an.edu/locations/,https://www.an.edu/admissions/financial-assistance/net-price-va/,2,0,1,2,1,4,3,51,5,22,NULL,37.299743,-80.023602,28218,NULL,17361,17361,NULL,13343,23000,21000,3
New River Community College,Dublin,VA,24084-3660,Southern Association of Colleges and Schools Commission on Colleges,www.nr.edu,https://www.vawizard.org/wizard/npc,2,0,1,1,2,2,1,51,5,31,NULL,37.105239,-80.69605,11679,NULL,4697,10625,NULL,3671,35700,31300,1
Norfolk State University,Norfolk,VA,23504-8000,Southern Association of Colleges and Schools Commission on Colleges,www.nsu.edu,webapps.nsu.edu/financialaid/calculator.htm,3,0,1,1,3,4,1,51,5,12,NULL,36.848429,-76.261375,24948,NULL,9490,20658,NULL,5513,38800,35800,1
Northern Virginia Community College,Annandale,VA,22003-3796,Southern Association of Colleges and Schools Commission on Colleges,www.nvcc.edu,https://www.vawizard.org/wizard/npc,2,0,1,1,2,2,1,51,5,21,NULL,38.833361,-77.236718,14546,NULL,5610,11618,NULL,4194,47200,42000,1
Old Dominion University,Norfolk,VA,23529,Southern Association of Colleges and Schools Commission on Colleges,www.odu.edu,www.odu.edu/tuition-aid/financial-aid/net-price-calculator,3,0,1,1,3,4,1,51,5,12,NULL,36.886418,-76.30666,23993,NULL,10560,29460,NULL,7380,48700,43700,1
Patrick Henry Community College,Martinsville,VA,24112,Southern Association of Colleges and Schools Commission on Colleges,www.patrickhenry.edu,https://www.vawizard.org/vccs/FinAid.action,1,0,1,1,1,2,1,51,5,41,NULL,36.737893,-79.871133,10392,NULL,4720,10648,NULL,2791,27900,25000,1
Paul D Camp Community College,Franklin,VA,23851,Southern Association of Colleges and Schools Commission on Colleges,www.pdc.edu/,https://www.pdc.edu/financial-aid/net-price-calculator,1,0,1,1,1,2,1,51,5,32,NULL,36.674527,-76.93757,9303,NULL,4730,10658,NULL,2743,27400,23700,1
Piedmont Virginia Community College,Charlottesville,VA,22902-7589,Southern Association of Colleges and Schools Commission on Colleges,www.pvcc.edu,https://www.vawizard.org/wizard/npc,1,0,1,1,1,2,1,51,5,23,NULL,38.006895,-78.483707,11333,NULL,4790,10718,NULL,4401,33500,31100,1
Radford University,Radford,VA,24142,Southern Association of Colleges and Schools Commission on Colleges,https://www.radford.edu,https://npc.collegeboard.org/student/app/radford,3,0,1,1,3,4,1,51,5,23,NULL,37.136907,-80.549728,23125,NULL,11210,23292,NULL,6826,48000,43000,1
Randolph-Macon College,Ashland,VA,23005-5505,Southern Association of Colleges and Schools Commission on Colleges,www.rmc.edu,https://www.rmc.edu/prospective-students/paying-for-college/net-price-calculator,3,0,1,1,3,3,2,51,5,21,NULL,37.76043,-77.478416,53515,NULL,41300,41300,NULL,17641,54800,49100,2
Randolph College,Lynchburg,VA,24503-1555,Southern Association of Colleges and Schools Commission on Colleges,www.randolphcollege.edu,www.randolphcollege.edu/financialaid/net-price-calculator/,3,0,1,1,3,4,2,51,5,13,NULL,37.437315,-79.171887,54270,NULL,39585,39585,NULL,12963,41500,39700,2
Rappahannock Community College,Glenns,VA,23149-2616,Southern Association of Colleges and Schools Commission on Colleges,www.rappahannock.edu/,www.rappahannock.edu/admissions/financial-aid,1,0,1,1,1,2,1,51,5,42,NULL,37.564425,-76.623913,12311,NULL,4820,10748,NULL,3414,30900,27900,1
Fortis College-Norfolk,Norfolk,VA,23502-4101,Accrediting Council for Independent Colleges and Schools,www.fortisedu.info/cig-vabeach.php,www.fortisedu.info/cig/netprice_calc/npcalc-fortis_norfolk.htm,1,0,1,2,1,2,3,51,5,12,NULL,36.846983,-76.190241,25995,NULL,16019,16019,NULL,7739,27700,25800,3
Richard Bland College,South Prince George,VA,23805-7100,Southern Association of Colleges and Schools Commission on Colleges,www.rbc.edu,www.rbc.edu/admissions/costs-financial-aid/netpricecalculator-php/,2,0,1,1,2,2,1,51,5,41,NULL,37.156972,-77.399932,18337,NULL,8100,21810,NULL,2230,36800,33500,1
University of Richmond,University of Richmond,VA,23173,Southern Association of Colleges and Schools Commission on Colleges,https://www.richmond.edu/,https://npc.collegeboard.org/app/richmond,3,0,1,1,3,4,2,51,5,12,NULL,37.577393,-77.538806,64785,NULL,52610,52610,NULL,26089,78900,64500,2
Riverside College of Health Careers,Newport News,VA,23601,Accrediting Bureau of Health Education Schools,https://riverside.edu,riverside.edu,1,0,1,1,2,2,2,51,5,12,NULL,37.034972,-76.456164,20343,NULL,17610,17610,NULL,10609,51900,51700,2
Roanoke College,Salem,VA,24153-3794,Southern Association of Colleges and Schools Commission on Colleges,https://www.roanoke.edu,https://admapp.roanoke.edu/netcalc,3,0,1,1,3,3,2,51,5,22,NULL,37.294861,-80.055467,58293,NULL,44155,44155,NULL,15783,52000,44700,2
Shenandoah University,Winchester,VA,22601-5195,Southern Association of Colleges and Schools Commission on Colleges,www.su.edu,tcc.noellevitz.com/(S(5thqyxl4wqbw3n5pbjf3ruef))/Shenandoah%20University/Freshman-Students,3,0,1,1,3,4,2,51,5,13,NULL,39.167355,-78.157433,45577,NULL,32530,32530,NULL,18384,52300,45800,2
Southern Virginia University,Buena Vista,VA,24416,Southern Association of Colleges and Schools Commission on Colleges,www.svu.edu,https://calculator.svu.edu/,3,0,1,1,3,3,2,51,5,32,NULL,37.740368,-79.35037,26624,NULL,16495,16495,NULL,11839,39100,36000,2
Southside Virginia Community College,Alberta,VA,23821,Southern Association of Colleges and Schools Commission on Colleges,www.southside.edu,www.vawizard.org/wizard/npc,1,0,1,1,1,2,1,51,5,42,NULL,36.839066,-77.917962,12821,NULL,4695,10623,NULL,3852,27200,24500,1
Southwest Virginia Community College,Cedar Bluff,VA,24609,Southern Association of Colleges and Schools Commission on Colleges,sw.edu,https://www.vawizard.org/wizard/financing-college,2,0,1,1,1,2,1,51,5,41,NULL,37.006196,-81.796682,13731,NULL,4703,10631,NULL,1895,30000,24300,1
Strayer University-Virginia,Arlington,VA,22201,Middle States Commission on Higher Education,www.strayer.edu/campus-locations/virginia/arlington,https://strayer.aidcalc.com/netprice.htm,3,0,0,74,3,4,3,51,5,12,NULL,38.890995,-77.085294,27879,NULL,13380,13380,NULL,14377,53500,45900,3
Sweet Briar College,Sweet Briar,VA,24595-9998,Southern Association of Colleges and Schools Commission on Colleges,www.sbc.edu,https://npc.collegeboard.org/student/app/sbc,3,0,1,1,3,4,2,51,5,22,NULL,37.556725,-79.081014,53912,NULL,21000,21000,NULL,14328,43500,38200,2
Thomas Nelson Community College,Hampton,VA,23666,Southern Association of Colleges and Schools Commission on Colleges,https://tncc.edu,https://vawizard.org/wizard/npc,2,0,1,1,2,2,1,51,5,12,NULL,37.063821,-76.420046,11379,NULL,4806,10734,NULL,3437,33200,29900,1
Tidewater Community College,Norfolk,VA,23510,Southern Association of Colleges and Schools Commission on Colleges,www.tcc.edu,https://www.tcc.edu/paying-for-tcc,2,0,1,1,2,2,1,51,5,12,NULL,36.8501,-76.289904,12462,NULL,5561,11489,NULL,2788,35300,30900,1
The University of Virginia's College at Wise,Wise,VA,24293-4400,Southern Association of Colleges and Schools Commission on Colleges,https://www.uvawise.edu/,https://www.uvawise.edu/financial-aid/net-price-calculator/,3,0,1,1,3,3,1,51,5,32,NULL,36.970602,-82.559656,21789,NULL,10119,27846,NULL,6228,43800,38400,1
Virginia Highlands Community College,Abingdon,VA,24212-0828,Southern Association of Colleges and Schools Commission on Colleges,www.vhcc.edu,https://www.vawizard.org/vccs/FinAidCostCompare.action,1,0,1,1,1,2,1,51,5,23,NULL,36.698866,-82.001118,11961,NULL,4710,10638,NULL,2237,28600,25500,1
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,Southern Association of Colleges and Schools Commission on Colleges,WWW.VT.EDU,www.apps.finaid.vt.edu/apps/NPC/npcalc.htm,3,0,1,2,3,4,1,51,5,13,NULL,37.229012,-80.423675,26240,NULL,13620,31908,NULL,14364,67100,62500,1
Virginia Western Community College,Roanoke,VA,24015,Southern Association of Colleges and Schools Commission on Colleges,virginiawestern.edu/,https://www.vawizard.org/wizard/financing-college,2,0,1,1,2,2,1,51,5,13,NULL,37.245029,-79.973011,11721,NULL,5355,11283,NULL,3449,33800,30400,1
Virginia Commonwealth University,Richmond,VA,23284-2512,Southern Association of Colleges and Schools Commission on Colleges,https://www.vcu.edu/,https://npc.collegeboard.org/student/app/vcu,3,0,1,1,3,4,1,51,5,12,NULL,37.54962,-77.452697,30452,NULL,14493,35834,NULL,12367,49700,44000,1
University of Virginia-Main Campus,Charlottesville,VA,22903-2628,Southern Association of Colleges and Schools Commission on Colleges,https://www.virginia.edu,https://npc.collegeboard.org/student/app/virginia,3,0,1,1,3,4,1,51,5,23,NULL,38.035665,-78.503428,32213,NULL,17653,49032,NULL,21371,79400,61200,1
Virginia Military Institute,Lexington,VA,24450-0304,Southern Association of Colleges and Schools Commission on Colleges,www.vmi.edu,npc.collegeboard.org/student/app/vmi,3,0,1,1,3,3,1,51,5,32,NULL,37.7896,-79.437067,30600,NULL,18862,45706,NULL,14914,65200,65700,1
Virginia State University,Petersburg,VA,23806,Southern Association of Colleges and Schools Commission on Colleges,www.vsu.edu,npc.collegeboard.org/app/vsu,3,0,1,1,3,4,1,51,5,21,NULL,37.234692,-77.419026,22581,NULL,9056,20307,NULL,5733,38400,35200,1
Virginia Union University,Richmond,VA,23220,Southern Association of Colleges and Schools Commission on Colleges,www.vuu.edu,my.vuu.edu/ICS/Student_Finances/My_Financial_Aid.jnz?,3,0,1,1,3,4,2,51,5,12,NULL,37.562405,-77.450903,30864,NULL,17748,17748,NULL,11883,34200,32000,2
Virginia Wesleyan University,Virginia Beach,VA,23455,Southern Association of Colleges and Schools Commission on Colleges,www.vwu.edu,https://tcc.noellevitz.com/(S(5slfxgklwwaxffrvamu2ydr4))/Virginia%20Wesleyan%20University/Freshman%20Students,3,0,1,1,3,4,2,51,5,11,NULL,36.868417,-76.18606,49558,NULL,36660,36660,NULL,16089,44100,40700,2
Washington and Lee University,Lexington,VA,24450-2116,Southern Association of Colleges and Schools Commission on Colleges,www.wlu.edu/,https://wlu.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,51,5,32,NULL,37.788939,-79.443018,67150,NULL,52455,52455,NULL,28486,93300,76100,2
Wytheville Community College,Wytheville,VA,24382-3308,Southern Association of Colleges and Schools Commission on Colleges,www.wcc.vccs.edu,https://www.vawizard.org/vccs/FinAidCostCompare.action,1,0,1,1,1,2,1,51,5,32,NULL,36.95731,-81.071181,7157,NULL,4725,10653,NULL,2805,30100,27800,1
Bellevue College,Bellevue,WA,98007-6484,Northwest Commission on Colleges and Universities,https://bellevuecollege.edu,https://bellevuecollege.edu/calculator/npcalc.htm,2,0,1,1,2,3,1,53,8,12,NULL,47.584014,-122.150118,12981,NULL,3778,9144,NULL,4773,49900,43500,1
Bellingham Technical College,Bellingham,WA,98225-1599,Northwest Commission on Colleges and Universities,www.btc.edu,www.btc.edu/CurrentStudents/FinancialResources/NetPriceCalculator.asp,1,0,1,1,1,3,1,53,8,13,NULL,48.766189,-122.51216,11337,NULL,3600,4547,NULL,3036,48100,43600,1
Big Bend Community College,Moses Lake,WA,98837-3299,Northwest Commission on Colleges and Universities,https://www.bigbend.edu,https://www.bigbend.edu/admissions/financial-aid/net-price-calculator/,2,0,1,1,1,2,1,53,8,33,NULL,47.183651,-119.325678,13505,NULL,4161,4573,NULL,2923,38200,34900,1
Central Washington University,Ellensburg,WA,98926-7501,Northwest Commission on Colleges and Universities,www.cwu.edu,www.cwu.edu/financial-aid/net-price-calculator,3,0,1,1,3,4,1,53,8,32,NULL,47.002687,-120.538368,22289,NULL,8072,23053,NULL,5949,50100,46500,1
Centralia College,Centralia,WA,98531-4099,Northwest Commission on Colleges and Universities,www.centralia.edu,www.centralia.edu/funding/net-price.html,1,0,1,1,1,3,1,53,8,32,NULL,46.715017,-122.960591,14418,NULL,4437,4872,NULL,1958,35400,32000,1
City University of Seattle,Seattle,WA,98121,Northwest Commission on Colleges and Universities,www.cityu.edu,npc.collegeboard.org/app/cityu?iframe=false,3,0,1,1,3,4,2,53,8,11,NULL,47.617381,-122.344594,30940,NULL,16973,16973,NULL,24301,53400,46500,2
Clark College,Vancouver,WA,98663-3598,Northwest Commission on Colleges and Universities,www.clark.edu,https://www.clark.edu/NetPriceCalculator/,2,0,1,1,2,3,1,53,8,12,NULL,45.636133,-122.651257,13243,NULL,4287,9718,NULL,2756,38100,34100,1
Clover Park Technical College,Lakewood,WA,98499-4004,Northwest Commission on Colleges and Universities,www.cptc.edu,www.cptc.edu/calc,1,0,1,1,1,3,1,53,8,13,NULL,47.176084,-122.497873,13568,NULL,5740,5740,NULL,2080,37900,33500,1
Columbia Basin College,Pasco,WA,99301,Northwest Commission on Colleges and Universities,www.columbiabasin.edu,https://apps.columbiabasin.edu/npcalc/,2,0,1,1,2,3,1,53,8,22,NULL,46.25216,-119.12103,14720,NULL,5288,7258,NULL,2322,39400,35900,1
Cornish College of the Arts,Seattle,WA,98121,Northwest Commission on Colleges and Universities,www.cornish.edu,www.cornish.edu/tuition-financial-aid/net-price-calculator,3,0,1,1,3,3,2,53,8,11,NULL,47.618174,-122.336238,56257,NULL,41642,41642,NULL,26035,33600,29100,2
Eastern Washington University,Cheney,WA,99004-2496,Northwest Commission on Colleges and Universities,www.ewu.edu,https://tcc.ruffalonl.com/Eastern%20Washington%20University/Freshmen,3,0,1,1,3,4,1,53,8,31,NULL,47.490667,-117.583808,19450,NULL,7323,24444,NULL,7217,46700,43100,1
Edmonds Community College,Lynnwood,WA,98036-5912,Northwest Commission on Colleges and Universities,www.edcc.edu,https://www.edcc.edu/finaid/netprice.html,1,0,1,1,1,2,1,53,8,21,NULL,47.816376,-122.327598,13881,NULL,4136,9506,NULL,4745,42900,37600,1
Everett Community College,Everett,WA,98201,Northwest Commission on Colleges and Universities,www.everettcc.edu,www.everettcc.edu/students/financial/financial-aid/netprice-calculator/,2,0,1,1,2,2,1,53,8,12,NULL,48.006626,-122.204736,14989,NULL,3794,9160,NULL,3164,38600,34200,1
The Evergreen State College,Olympia,WA,98505-0001,Northwest Commission on Colleges and Universities,www.evergreen.edu,www.evergreen.edu/costs/netprice-freshman.htm,3,0,1,1,3,4,1,53,8,22,NULL,47.07382,-122.977492,21033,NULL,7746,26262,NULL,7261,36900,33200,1
Pierce College-Fort Steilacoom,Lakewood,WA,98498-1999,Northwest Commission on Colleges and Universities,www.pierce.ctc.edu,www.pierce.ctc.edu/tuition-fees,2,0,1,2,2,3,1,53,8,13,NULL,47.172082,-122.570935,12640,NULL,3862,4290,NULL,3372,39700,36500,1
Gonzaga University,Spokane,WA,99258-0001,Northwest Commission on Colleges and Universities,https://www.gonzaga.edu,https://www.gonzaga.edu/admission/tuition-scholarships-aid/financial-aid/forms-and-resources/net-price-calculator,3,0,1,1,3,4,2,53,8,12,NULL,47.666531,-117.400625,57052,NULL,43210,43210,NULL,21683,63800,56100,2
Grays Harbor College,Aberdeen,WA,98520-7599,Northwest Commission on Colleges and Universities,www.ghc.edu,www.ctc.edu/~grays/npc/npcalc.htm,1,0,1,1,1,3,1,53,8,41,NULL,46.953881,-123.803068,12786,NULL,4080,9446,NULL,1433,32400,27800,1
Green River College,Auburn,WA,98092-3622,Northwest Commission on Colleges and Universities,www.greenriver.edu/,www.greenriver.edu/grc/netprice/,2,0,1,1,2,3,1,53,8,13,NULL,47.313648,-122.175819,14100,NULL,4053,4482,NULL,5211,42000,38100,1
Heritage University,Toppenish,WA,98948,Northwest Commission on Colleges and Universities,www.heritage.edu,www.heritage.edu/net-price-calculator.htm,3,0,1,1,3,4,2,53,8,41,NULL,46.3748,-120.394972,25170,NULL,17914,17914,NULL,15321,36800,35900,2
Highline College,Des Moines,WA,98198-9800,Northwest Commission on Colleges and Universities,www.highline.edu,documents.highline.edu/financialaid/net-price-calc/16-17/npcalc.htm,2,0,1,1,2,3,1,53,8,21,NULL,47.388231,-122.303064,14404,NULL,4026,4462,NULL,2197,40900,36900,1
Bates Technical College,Tacoma,WA,98405,Northwest Commission on Colleges and Universities,https://batestech.edu/,https://batestech.edu/net-price-calculator/,1,0,1,1,1,2,1,53,8,12,NULL,47.251743,-122.44683,11753,NULL,5391,10889,NULL,2041,43300,38800,1
Lake Washington Institute of Technology,Kirkland,WA,98034-8506,Northwest Commission on Colleges and Universities,https://www.lwtech.edu/,https://www.lwtech.edu/admissions/financial-aid/cost-of-attendance/,1,0,1,1,1,3,1,53,8,21,NULL,47.705077,-122.167131,14269,NULL,4251,9618,NULL,2225,47200,41400,1
Lower Columbia College,Longview,WA,98632-0310,Northwest Commission on Colleges and Universities,https://lowercolumbia.edu,https://services4.lowercolumbia.edu/info/webResources2/NetPrice/npcalc.html,2,0,1,1,2,2,1,53,8,13,NULL,46.14214,-122.935928,13051,NULL,3864,4269,NULL,1961,34900,30100,1
